token_id,chain_id,contract_address,source,name,symbol,is_active,last_updated,search_id,decimals
1-0x40fd72257597aa14c7231a7b1aaa29fce868f677,1,0x40fd72257597aa14c7231a7b1aaa29fce868f677,coinmarketcap,SORA,XOR,true,2024-10-22 02:11:00.05839+00,5802,18
1-0x411099c0b413f4feddb10edf6a8be63bd321311c,1,0x411099c0b413f4feddb10edf6a8be63bd321311c,coinmarketcap,HELLO,HELLO,true,2024-10-22 02:08:00.070009+00,22320,18
1-0x4116f14b6d462b32a1c10f98049e4b1765e34fa9,1,0x4116f14b6d462b32a1c10f98049e4b1765e34fa9,coinmarketcap,dotmoovs,MOOV,true,2024-10-22 02:09:00.062665+00,10046,18
1-0x4123a133ae3c521fd134d7b13a2dec35b56c2463,1,0x4123a133ae3c521fd134d7b13a2dec35b56c2463,coinmarketcap,Open Custody Protocol,OPEN,true,2024-10-22 02:12:00.06871+00,10750,8
1-0x4156d3342d5c385a87d264f90653733592000581,1,0x4156d3342d5c385a87d264f90653733592000581,coinmarketcap,Salt,SALT,true,2024-10-22 02:15:00.105077+00,1996,8
1-0x41875c2332b0877cdfaa699b641402b7d4642c32,1,0x41875c2332b0877cdfaa699b641402b7d4642c32,coinmarketcap,FUTURAX,FTXT,true,2024-10-22 02:18:00.077743+00,3219,8
1-0x419c4db4b9e25d6db2ad9691ccb832c8d9fda05e,1,0x419c4db4b9e25d6db2ad9691ccb832c8d9fda05e,coinmarketcap,Dragon,DRGN,true,2024-10-22 02:16:00.07793+00,2243,18
1-0x419d0d8bdd9af5e606ae2232ed285aff190e711b,1,0x419d0d8bdd9af5e606ae2232ed285aff190e711b,coinmarketcap,FunFair,FUN,true,2024-10-22 02:11:00.05839+00,1757,8
1-0x41a3dba3d677e573636ba691a70ff2d606c29666,1,0x41a3dba3d677e573636ba691a70ff2d606c29666,coinmarketcap,GoBlank,BLANK,true,2024-10-22 02:08:00.070009+00,8695,18
1-0x41dbecc1cdc5517c6f76f6a6e836adbee2754de3,1,0x41dbecc1cdc5517c6f76f6a6e836adbee2754de3,coinmarketcap,MedToken,MTN,true,2024-10-22 02:13:00.086662+00,2497,18
1-0x41e5560054824ea6b0732e656e3ad64e20e94e45,1,0x41e5560054824ea6b0732e656e3ad64e20e94e45,coinmarketcap,Civic,CVC,true,2024-10-22 02:16:00.07793+00,1816,8
1-0x42476f744292107e34519f9c357927074ea3f75d,1,0x42476f744292107e34519f9c357927074ea3f75d,coinmarketcap,Loom Token,LOOM,true,2024-10-22 02:11:00.05839+00,2588,18
1-0x426a688ee72811773eb64f5717a32981b56f10c1,1,0x426a688ee72811773eb64f5717a32981b56f10c1,coinmarketcap,AMC,AMC,true,2024-10-22 02:13:00.086662+00,31871,18
1-0x426fc8be95573230f6e6bc4af91873f0c67b21b4,1,0x426fc8be95573230f6e6bc4af91873f0c67b21b4,coinmarketcap,BlackPearl Token,BPLC,true,2024-10-22 02:13:00.086662+00,6113,18
1-0x4297394c20800e8a38a619a243e9bbe7681ff24e,1,0x4297394c20800e8a38a619a243e9bbe7681ff24e,coinmarketcap,Hot Cross Token,HOTCROSS,true,2024-10-22 02:08:00.070009+00,9867,18
1-0x429881672b9ae42b8eba0e26cd9c73711b891ca5,1,0x429881672b9ae42b8eba0e26cd9c73711b891ca5,coinmarketcap,Pickle Finance,PICKLE,true,2024-10-22 02:08:00.070009+00,7022,18
1-0x43044f861ec040db59a7e324c40507addb673142,1,0x43044f861ec040db59a7e324c40507addb673142,coinmarketcap,Cap,CAP,true,2024-10-22 02:18:00.077743+00,5809,18
1-0x430ef9263e76dae63c84292c3409d61c598e9682,1,0x430ef9263e76dae63c84292c3409d61c598e9682,coinmarketcap,PYR Token,PYR,true,2024-10-22 02:09:00.062665+00,9308,18
1-0x431ad2ff6a9c365805ebad47ee021148d6f7dbe0,1,0x431ad2ff6a9c365805ebad47ee021148d6f7dbe0,coinmarketcap,dForce,DF,true,2024-10-22 02:14:00.080781+00,4758,18
1-0x4385328cc4d643ca98dfea734360c0f596c83449,1,0x4385328cc4d643ca98dfea734360c0f596c83449,coinmarketcap,tomi,TOMI,true,2024-10-22 02:08:00.070009+00,23246,18
1-0x43d7e65b8ff49698d9550a7f315c87e67344fb59,1,0x43d7e65b8ff49698d9550a7f315c87e67344fb59,coinmarketcap,Shiba Saga,SHIA,true,2024-10-22 02:10:00.076595+00,27922,18
1-0x43dfc4159d86f3a37a5a4b3d4580b888ad7d4ddd,1,0x43dfc4159d86f3a37a5a4b3d4580b888ad7d4ddd,coinmarketcap,DODO,DODO,true,2024-10-22 02:11:00.05839+00,7224,18
1-0x44197a4c44d6a059297caf6be4f7e172bd56caaf,1,0x44197a4c44d6a059297caf6be4f7e172bd56caaf,coinmarketcap,ELTCOIN,ELTCOIN,true,2024-10-22 02:08:00.070009+00,2147,8
1-0x443459d45c30a03f90037d011cbe22e2183d3b12,1,0x443459d45c30a03f90037d011cbe22e2183d3b12,coinmarketcap,TypeAI,TYPE,true,2024-10-22 02:11:00.05839+00,29106,18
1-0x446c9033e7516d820cc9a2ce2d0b7328b579406f,1,0x446c9033e7516d820cc9a2ce2d0b7328b579406f,coinmarketcap,SOLVE,SOLVE,true,2024-10-22 02:11:00.05839+00,3724,8
1-0x44709a920fccf795fbc57baa433cc3dd53c44dbe,1,0x44709a920fccf795fbc57baa433cc3dd53c44dbe,coinmarketcap,DappRadar,RADAR,true,2024-10-22 02:18:00.077743+00,15188,18
1-0x4527a3b4a8a150403090a99b87effc96f2195047,1,0x4527a3b4a8a150403090a99b87effc96f2195047,coinmarketcap,P2P Solutions Foundation,P2PS,true,2024-10-22 02:10:00.076595+00,13887,8
1-0x4575f41308ec1483f3d399aa9a2826d74da13deb,1,0x4575f41308ec1483f3d399aa9a2826d74da13deb,coinmarketcap,Orchid,OXT,true,2024-10-22 02:19:00.06987+00,5026,18
1-0x45804880de22913dafe09f4980848ece6ecbaf78,1,0x45804880de22913dafe09f4980848ece6ecbaf78,coinmarketcap,PAX Gold,PAXG,true,2024-10-22 02:15:00.105077+00,4705,18
1-0x464ebe77c293e473b48cfe96ddcf88fcf7bfdac0,1,0x464ebe77c293e473b48cfe96ddcf88fcf7bfdac0,coinmarketcap,Kryll.io Token,KRL,true,2024-10-22 02:10:00.076595+00,2949,18
1-0x464fdb8affc9bac185a7393fd4298137866dcfb8,1,0x464fdb8affc9bac185a7393fd4298137866dcfb8,coinmarketcap,REALM Token,REALM,true,2024-10-22 02:09:00.062665+00,11869,18
1-0x4674672bcddda2ea5300f5207e1158185c944bc0,1,0x4674672bcddda2ea5300f5207e1158185c944bc0,coinmarketcap,Gem Exchange and Trading,GXT,true,2024-10-22 02:12:00.06871+00,7310,18
1-0x467719ad09025fcc6cf6f8311755809d45a5e5f3,1,0x467719ad09025fcc6cf6f8311755809d45a5e5f3,coinmarketcap,Axelar,AXL,true,2024-10-22 02:10:00.076595+00,17799,6
1-0x467bccd9d29f223bce8043b84e8c8b282827790f,1,0x467bccd9d29f223bce8043b84e8c8b282827790f,coinmarketcap,Telcoin,TEL,true,2024-10-22 02:13:00.086662+00,2394,2
1-0x4691937a7508860f876c9c0a2a617e7d9e945d4b,1,0x4691937a7508860f876c9c0a2a617e7d9e945d4b,coinmarketcap,WOO Network,WOO,true,2024-10-22 02:19:00.06987+00,7501,18
1-0x4730fb1463a6f1f44aeb45f6c5c422427f37f4d0,1,0x4730fb1463a6f1f44aeb45f6c5c422427f37f4d0,coinmarketcap,The 4th Pillar Token,FOUR,true,2024-10-22 02:18:00.077743+00,5409,18
1-0x4740735aa98dc8aa232bd049f8f0210458e7fca3,1,0x4740735aa98dc8aa232bd049f8f0210458e7fca3,coinmarketcap,Ridotto Token,RDT,true,2024-10-22 02:08:00.070009+00,12465,18
1-0x47da5456bc2e1ce391b645ce80f2e97192e4976a,1,0x47da5456bc2e1ce391b645ce80f2e97192e4976a,coinmarketcap,Pl^g Token,PLUG,true,2024-10-22 02:09:00.062665+00,12577,18
1-0x47e67ba66b0699500f18a53f94e2b9db3d47437e,1,0x47e67ba66b0699500f18a53f94e2b9db3d47437e,coinmarketcap,PlayGame,PXG,true,2024-10-22 02:08:00.070009+00,3639,18
1-0x4824a7b64e3966b0133f4f4ffb1b9d6beb75fff7,1,0x4824a7b64e3966b0133f4f4ffb1b9d6beb75fff7,coinmarketcap,TokenClub,TCT,true,2024-10-22 02:08:00.070009+00,2364,18
1-0x485d17a6f1b8780392d53d64751824253011a260,1,0x485d17a6f1b8780392d53d64751824253011a260,coinmarketcap,ChronoTech TIME,TIME,true,2024-10-22 02:15:00.105077+00,1556,8
1-0x48c1b2f3efa85fbafb2ab951bf4ba860a08cdbb7,1,0x48c1b2f3efa85fbafb2ab951bf4ba860a08cdbb7,coinmarketcap,ShowHand,HAND,true,2024-10-22 02:18:00.077743+00,3181,0
1-0x48c276e8d03813224bb1e55f953adb6d02fd3e02,1,0x48c276e8d03813224bb1e55f953adb6d02fd3e02,coinmarketcap,Kuma Inu Token,KUMA,true,2024-10-22 02:10:00.076595+00,10394,18
1-0x48c3399719b582dd63eb5aadf12a40b4c3f52fa2,1,0x48c3399719b582dd63eb5aadf12a40b4c3f52fa2,coinmarketcap,StakeWise SWISE,SWISE,true,2024-10-22 02:17:00.090605+00,10439,18
1-0x491604c0fdf08347dd1fa4ee062a822a5dd06b5d,1,0x491604c0fdf08347dd1fa4ee062a822a5dd06b5d,coinmarketcap,Cartesi Token,CTSI,true,2024-10-22 02:14:00.080781+00,5444,18
1-0x491e136ff7ff03e6ab097e54734697bb5802fc1c,1,0x491e136ff7ff03e6ab097e54734697bb5802fc1c,coinmarketcap,Kattana,KTN,true,2024-10-22 02:15:00.105077+00,9110,18
1-0x49614661737efbfc6a102efaeefdc8e197f7cc0e,1,0x49614661737efbfc6a102efaeefdc8e197f7cc0e,coinmarketcap,Escroco Emerald,ESCE,true,2024-10-22 02:08:00.070009+00,3489,8
1-0x49642110b712c1fd7261bc074105e9e44676c68f,1,0x49642110b712c1fd7261bc074105e9e44676c68f,coinmarketcap,DinoLFG (DINO),DINO,true,2024-10-22 02:08:00.070009+00,22680,18
1-0x499a6b77bc25c26bcf8265e2102b1b3dd1617024,1,0x499a6b77bc25c26bcf8265e2102b1b3dd1617024,coinmarketcap,Bitether,BTR,true,2024-10-22 02:15:00.105077+00,3256,18
1-0x49e833337ece7afe375e44f4e3e8481029218e5c,1,0x49e833337ece7afe375e44f4e3e8481029218e5c,coinmarketcap,Value Liquidity,VALUE,true,2024-10-22 02:17:00.090605+00,7404,18
1-0x4a029f7bcf33acb03547d8fa7be840347973e24e,1,0x4a029f7bcf33acb03547d8fa7be840347973e24e,coinmarketcap,MAZZE,MAZZE,true,2024-10-22 02:10:00.076595+00,29982,18
1-0x4a220e6096b25eadb88358cb44068a3248254675,1,0x4a220e6096b25eadb88358cb44068a3248254675,coinmarketcap,Quant,QNT,true,2024-10-22 02:18:00.077743+00,3155,18
1-0x4a527d8fc13c5203ab24ba0944f4cb14658d1db6,1,0x4a527d8fc13c5203ab24ba0944f4cb14658d1db6,coinmarketcap,Morpheus Infrastructure Token,MITx,true,2024-10-22 02:08:00.070009+00,2709,18
1-0x4a615bb7166210cce20e6642a6f8fb5d4d044496,1,0x4a615bb7166210cce20e6642a6f8fb5d4d044496,coinmarketcap,NAOS Finance,NAOS,true,2024-10-22 02:17:00.090605+00,9504,18
1-0x4aac461c86abfa71e9d00d9a2cde8d74e4e1aeea,1,0x4aac461c86abfa71e9d00d9a2cde8d74e4e1aeea,coinmarketcap,ZINC,ZINC,true,2024-10-22 02:14:00.080781+00,2883,18
1-0x4af328c52921706dcb739f25786210499169afe6,1,0x4af328c52921706dcb739f25786210499169afe6,coinmarketcap,Sakura Bloom,SKB,true,2024-10-22 02:16:00.07793+00,2742,8
1-0x4b520c812e8430659fc9f12f6d0c39026c83588d,1,0x4b520c812e8430659fc9f12f6d0c39026c83588d,coinmarketcap,Decentral Games,DG,true,2024-10-22 02:08:00.070009+00,15478,18
1-0x4bbbc57af270138ef2ff2c50dbfad684e9e0e604,1,0x4bbbc57af270138ef2ff2c50dbfad684e9e0e604,coinmarketcap,WABnetwork,WAB,true,2024-10-22 02:18:00.077743+00,2980,18
1-0x4bd70556ae3f8a6ec6c4080a0c327b24325438f3,1,0x4bd70556ae3f8a6ec6c4080a0c327b24325438f3,coinmarketcap,Hxro Token,HXRO,true,2024-10-22 02:11:00.05839+00,3748,18
1-0x4c11249814f11b9346808179cf06e71ac328c1b5,1,0x4c11249814f11b9346808179cf06e71ac328c1b5,coinmarketcap,Oraichain Token,ORAI,true,2024-10-22 02:08:00.070009+00,7533,18
1-0x4c19596f5aaff459fa38b0f7ed92f11ae6543784,1,0x4c19596f5aaff459fa38b0f7ed92f11ae6543784,coinmarketcap,TrueFi,TRU,true,2024-10-22 02:12:00.06871+00,7725,8
1-0x4c45bbec2ff7810ef4a77ad7bd4757c446fe4155,1,0x4c45bbec2ff7810ef4a77ad7bd4757c446fe4155,coinmarketcap,Jungle,JNGL,true,2024-10-22 02:17:00.090605+00,28125,18
1-0x4c6ec08cf3fc987c6c4beb03184d335a2dfc4042,1,0x4c6ec08cf3fc987c6c4beb03184d335a2dfc4042,coinmarketcap,Paint,PAINT,true,2024-10-22 02:10:00.076595+00,8647,18
1-0x4cc19356f2d37338b9802aa8e8fc58b0373296e7,1,0x4cc19356f2d37338b9802aa8e8fc58b0373296e7,coinmarketcap,KEY,KEY,true,2024-10-22 02:17:00.090605+00,2398,18
1-0x4cf89ca06ad997bc732dc876ed2a7f26a9e7f361,1,0x4cf89ca06ad997bc732dc876ed2a7f26a9e7f361,coinmarketcap,Mysterium,MYST,true,2024-10-22 02:18:00.077743+00,1721,18
1-0x4d224452801aced8b2f0aebe155379bb5d594381,1,0x4d224452801aced8b2f0aebe155379bb5d594381,coinmarketcap,ApeCoin (APE),APE,true,2024-10-22 02:18:00.077743+00,18876,18
1-0x4d953cf077c0c95ba090226e59a18fcf97db44ec,1,0x4d953cf077c0c95ba090226e59a18fcf97db44ec,coinmarketcap,MINI,MINI,true,2024-10-22 02:14:00.080781+00,6405,18
1-0x4da08a1bff50be96bded5c7019227164b49c2bfc,1,0x4da08a1bff50be96bded5c7019227164b49c2bfc,coinmarketcap,Mononoke Inu,Mononoke-Inu,true,2024-10-22 02:11:00.05839+00,12562,9
1-0x4df812f6064def1e5e029f1ca858777cc98d2d81,1,0x4df812f6064def1e5e029f1ca858777cc98d2d81,coinmarketcap,Xaurum,XAUR,true,2024-10-22 02:09:00.062665+00,895,8
1-0x4e12eb8e506ccd1427f6b8f7faa3e88fb698eb28,1,0x4e12eb8e506ccd1427f6b8f7faa3e88fb698eb28,coinmarketcap,Jack Token,JACK,true,2024-10-22 02:15:00.105077+00,5486,18
1-0x4e352cf164e64adcbad318c3a1e222e9eba4ce42,1,0x4e352cf164e64adcbad318c3a1e222e9eba4ce42,coinmarketcap,MCDEX Token,MCB,true,2024-10-22 02:08:00.070009+00,5956,18
1-0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b,1,0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b,coinmarketcap,Convex Token,CVX,true,2024-10-22 02:09:00.062665+00,9903,18
1-0x4f3afec4e5a3f2a6a1a411def7d7dfe50ee057bf,1,0x4f3afec4e5a3f2a6a1a411def7d7dfe50ee057bf,coinmarketcap,Digix Gold Token,DGX,true,2024-10-22 02:14:00.080781+00,2739,9
1-0x4f5fa8f2d12e5eb780f6082dd656c565c48e0f24,1,0x4f5fa8f2d12e5eb780f6082dd656c565c48e0f24,coinmarketcap,Gourmet Galaxy,GUM,true,2024-10-22 02:19:00.06987+00,8386,18
1-0x4f9254c83eb525f9fcf346490bbb3ed28a81c667,1,0x4f9254c83eb525f9fcf346490bbb3ed28a81c667,coinmarketcap,CelerToken,CELR,true,2024-10-22 02:10:00.076595+00,3814,18
1-0x4fbb350052bca5417566f188eb2ebce5b19bc964,1,0x4fbb350052bca5417566f188eb2ebce5b19bc964,coinmarketcap,Rigo Token,GRG,true,2024-10-22 02:11:00.05839+00,4927,18
1-0x4fe83213d56308330ec302a8bd641f1d0113a4cc,1,0x4fe83213d56308330ec302a8bd641f1d0113a4cc,coinmarketcap,NuCypher,NU,true,2024-10-22 02:11:00.05839+00,4761,18
1-0x5026f006b85729a8b14553fae6af249ad16c9aab,1,0x5026f006b85729a8b14553fae6af249ad16c9aab,coinmarketcap,Wojak Coin,WOJAK,true,2024-10-22 02:14:00.080781+00,24502,18
1-0x509a38b7a1cc0dcd83aa9d06214663d9ec7c7f4a,1,0x509a38b7a1cc0dcd83aa9d06214663d9ec7c7f4a,coinmarketcap,Blocksquare,BST,true,2024-10-22 02:08:00.070009+00,3035,18
1-0x50de6856358cc35f3a9a57eaaa34bd4cb707d2cd,1,0x50de6856358cc35f3a9a57eaaa34bd4cb707d2cd,coinmarketcap,Razor Network,RAZOR,true,2024-10-22 02:08:00.070009+00,8409,18
1-0x5136c98a80811c3f46bdda8b5c4555cfd9f812f0,1,0x5136c98a80811c3f46bdda8b5c4555cfd9f812f0,coinmarketcap,indaHash Coin,IDH,true,2024-10-22 02:18:00.077743+00,2459,6
1-0x514910771af9ca656af840dff83e8264ecf986ca,1,0x514910771af9ca656af840dff83e8264ecf986ca,coinmarketcap,Chainlink,LINK,true,2024-10-22 02:16:00.07793+00,1975,18
1-0x5150956e082c748ca837a5dfa0a7c10ca4697f9c,1,0x5150956e082c748ca837a5dfa0a7c10ca4697f9c,coinmarketcap,Zeedex,ZDEX,true,2024-10-22 02:13:00.086662+00,6989,18
1-0x51db5ad35c671a87207d88fc11d593ac0c8415bd,1,0x51db5ad35c671a87207d88fc11d593ac0c8415bd,coinmarketcap,Moeda Loyalty Points,MDA,true,2024-10-22 02:15:00.105077+00,1954,18
1-0x5218e472cfcfe0b64a064f055b43b4cdc9efd3a6,1,0x5218e472cfcfe0b64a064f055b43b4cdc9efd3a6,coinmarketcap,unFederalReserve,eRSDL,true,2024-10-22 02:17:00.090605+00,7553,18
1-0x525794473f7ab5715c81d06d10f52d11cc052804,1,0x525794473f7ab5715c81d06d10f52d11cc052804,coinmarketcap,12Ships,TSHP,true,2024-10-22 02:19:00.06987+00,4280,18
1-0x525a8f6f3ba4752868cde25164382bfbae3990e1,1,0x525a8f6f3ba4752868cde25164382bfbae3990e1,coinmarketcap,NYM,NYM,true,2024-10-22 02:16:00.07793+00,17591,6
1-0x5283d291dbcf85356a21ba090e6db59121208b44,1,0x5283d291dbcf85356a21ba090e6db59121208b44,coinmarketcap,Blur,BLUR,true,2024-10-22 02:18:00.077743+00,23121,18
1-0x53884b61963351c283118a8e1fc05ba464a11959,1,0x53884b61963351c283118a8e1fc05ba464a11959,coinmarketcap,Monnos Token,MNS,true,2024-10-22 02:19:00.06987+00,5702,18
1-0x539efe69bcdd21a83efd9122571a64cc25e0282b,1,0x539efe69bcdd21a83efd9122571a64cc25e0282b,coinmarketcap,Ethereum Blue,BLUE,true,2024-10-22 02:15:00.105077+00,2076,8
1-0x54012cdf4119de84218f7eb90eeb87e25ae6ebd7,1,0x54012cdf4119de84218f7eb90eeb87e25ae6ebd7,coinmarketcap,LUFFY,LUFFY,true,2024-10-22 02:16:00.07793+00,23977,9
1-0x544c42fbb96b39b21df61cf322b5edc285ee7429,1,0x544c42fbb96b39b21df61cf322b5edc285ee7429,coinmarketcap,InsurAce,INSUR,true,2024-10-22 02:13:00.086662+00,8799,18
1-0x549020a9cb845220d66d3e9c6d9f9ef61c981102,1,0x549020a9cb845220d66d3e9c6d9f9ef61c981102,coinmarketcap,SIDUS,SIDUS,true,2024-10-22 02:11:00.05839+00,15463,18
1-0x55296f69f40ea6d20e478533c15a6b08b654e758,1,0x55296f69f40ea6d20e478533c15a6b08b654e758,coinmarketcap,XY Oracle,XYO,true,2024-10-22 02:16:00.07793+00,2765,18
1-0x557b933a7c2c45672b610f8954a3deb39a51a8ca,1,0x557b933a7c2c45672b610f8954a3deb39a51a8ca,coinmarketcap,REVV,REVV,true,2024-10-22 02:15:00.105077+00,6993,18
1-0x558ec3152e2eb2174905cd19aea4e34a23de9ad6,1,0x558ec3152e2eb2174905cd19aea4e34a23de9ad6,coinmarketcap,Bread,BRD,true,2024-10-22 02:10:00.076595+00,2306,18
1-0x55af5865807b196bd0197e0902746f31fbccfa58,1,0x55af5865807b196bd0197e0902746f31fbccfa58,coinmarketcap,Spooky,BOO,true,2024-10-22 02:12:00.06871+00,9608,18
1-0x56015bbe3c01fe05bc30a8a9a9fd9a88917e7db3,1,0x56015bbe3c01fe05bc30a8a9a9fd9a88917e7db3,coinmarketcap,CAT Token,CAT,true,2024-10-22 02:08:00.070009+00,6649,18
1-0x5635ddeabf9cdda686995fe90beb5411831563fc,1,0x5635ddeabf9cdda686995fe90beb5411831563fc,coinmarketcap,TravelNote,TVNT,true,2024-10-22 02:17:00.090605+00,3644,8
1-0x56be94d29e1125d2d61d06629c1b251d72c1b3b3,1,0x56be94d29e1125d2d61d06629c1b251d72c1b3b3,coinmarketcap,HUSTLE,HUSL,true,2024-10-22 02:18:00.077743+00,5253,18
1-0x5732046a883704404f284ce41ffadd5b007fd668,1,0x5732046a883704404f284ce41ffadd5b007fd668,coinmarketcap,Bluzelle Token,BLZ,true,2024-10-22 02:12:00.06871+00,2505,18
1-0x574f84108a98c575794f75483d801d1d5dc861a5,1,0x574f84108a98c575794f75483d801d1d5dc861a5,coinmarketcap,Robotina token,ROX,true,2024-10-22 02:13:00.086662+00,3325,18
1-0x576e2bed8f7b46d34016198911cdf9886f78bea7,1,0x576e2bed8f7b46d34016198911cdf9886f78bea7,coinmarketcap,MAGA,TRUMP,true,2024-10-22 02:16:00.07793+00,27872,9
1-0x578b49c45961f98d8df92854b53f1641af0a5036,1,0x578b49c45961f98d8df92854b53f1641af0a5036,coinmarketcap,LinkaToken,LINKA,true,2024-10-22 02:11:00.05839+00,4850,18
1-0x579cea1889991f68acc35ff5c3dd0621ff29b0c9,1,0x579cea1889991f68acc35ff5c3dd0621ff29b0c9,coinmarketcap,Everipedia IQ,IQ,true,2024-10-22 02:09:00.062665+00,2930,18
1-0x57ab1ec28d129707052df4df418d58a2d46d5f51,1,0x57ab1ec28d129707052df4df418d58a2d46d5f51,coinmarketcap,sUSD,sUSD,true,2024-10-22 02:12:00.06871+00,2927,18
1-0x57b946008913b82e4df85f501cbaed910e58d26c,1,0x57b946008913b82e4df85f501cbaed910e58d26c,coinmarketcap,Marlin POND,POND,true,2024-10-22 02:09:00.062665+00,7497,18
1-0x57c75eccc8557136d32619a191fbcdc88560d711,1,0x57c75eccc8557136d32619a191fbcdc88560d711,coinmarketcap,VeriDocGlobal,VDG,true,2024-10-22 02:09:00.062665+00,3205,0
1-0x57e114b691db790c35207b2e685d4a43181e6061,1,0x57e114b691db790c35207b2e685d4a43181e6061,coinmarketcap,ENA,ENA,true,2024-10-22 02:15:00.105077+00,30171,18
1-0x580c8520deda0a441522aeae0f9f7a5f29629afa,1,0x580c8520deda0a441522aeae0f9f7a5f29629afa,coinmarketcap,Dawn,DAWN,true,2024-10-22 02:10:00.076595+00,5618,18
1-0x584bc13c7d411c00c01a62e8019472de68768430,1,0x584bc13c7d411c00c01a62e8019472de68768430,coinmarketcap,Hegic,HEGIC,true,2024-10-22 02:08:00.070009+00,6929,18
1-0x58b6a8a3302369daec383334672404ee733ab239,1,0x58b6a8a3302369daec383334672404ee733ab239,coinmarketcap,Livepeer Token,LPT,true,2024-10-22 02:17:00.090605+00,3640,18
1-0x58cb30368ceb2d194740b144eab4c2da8a917dcb,1,0x58cb30368ceb2d194740b144eab4c2da8a917dcb,coinmarketcap,ZynCoin,ZYN,true,2024-10-22 02:09:00.062665+00,29640,18
1-0x593114f03a0a575aece9ed675e52ed68d2172b8c,1,0x593114f03a0a575aece9ed675e52ed68d2172b8c,coinmarketcap,BidiPass,BDP,true,2024-10-22 02:08:00.070009+00,4452,18
1-0x594daad7d77592a2b97b725a7ad59d7e188b5bfa,1,0x594daad7d77592a2b97b725a7ad59d7e188b5bfa,coinmarketcap,Apu Apustaja,APU,true,2024-10-22 02:15:00.105077+00,30008,18
1-0x595832f8fc6bf59c85c527fec3740a1b7a361269,1,0x595832f8fc6bf59c85c527fec3740a1b7a361269,coinmarketcap,Power Ledger,POWR,true,2024-10-22 02:15:00.105077+00,2132,6
1-0x5a666c7d92e5fa7edcb6390e4efd6d0cdd69cf37,1,0x5a666c7d92e5fa7edcb6390e4efd6d0cdd69cf37,coinmarketcap,UnMarshal,MARSH,true,2024-10-22 02:19:00.06987+00,8963,18
1-0x5a98fcbea516cf06857215779fd812ca3bef1b32,1,0x5a98fcbea516cf06857215779fd812ca3bef1b32,coinmarketcap,Lido DAO,LDO,true,2024-10-22 02:19:00.06987+00,8000,18
1-0x5ab793e36070f0fac928ea15826b0c1bc5365119,1,0x5ab793e36070f0fac928ea15826b0c1bc5365119,coinmarketcap,YUKI,YUKI,true,2024-10-22 02:08:00.070009+00,3208,8
1-0x5b11aacb6bddb9ffab908fdce739bf4aed554327,1,0x5b11aacb6bddb9ffab908fdce739bf4aed554327,coinmarketcap,TrueDeck,TDP,true,2024-10-22 02:09:00.062665+00,3469,18
1-0x5b322514ff727253292637d9054301600c2c81e8,1,0x5b322514ff727253292637d9054301600c2c81e8,coinmarketcap,DAD,DAD,true,2024-10-22 02:07:00.087322+00,4862,9
1-0x5b71bee9d961b1b848f8485eec8d8787f80217f5,1,0x5b71bee9d961b1b848f8485eec8d8787f80217f5,coinmarketcap,BitForex Token,BF,true,2024-10-22 02:19:00.06987+00,4283,18
1-0x5b7533812759b45c2b44c19e320ba2cd2681b542,1,0x5b7533812759b45c2b44c19e320ba2cd2681b542,coinmarketcap,SingularityNET Token,AGIX,true,2024-10-22 02:19:00.06987+00,2424,8
1-0x5c250ff9b993c6991cc4a3cc543716e53b478018,1,0x5c250ff9b993c6991cc4a3cc543716e53b478018,coinmarketcap,STPAY,STP,true,2024-10-22 02:09:00.062665+00,5785,18
1-0x5c64031c62061865e5fd0f53d3cdaef80f72e99d,1,0x5c64031c62061865e5fd0f53d3cdaef80f72e99d,coinmarketcap,HASHGARD,GARD,true,2024-10-22 02:08:00.070009+00,2938,18
1-0x5c872500c00565505f3624ab435c222e558e9ff8,1,0x5c872500c00565505f3624ab435c222e558e9ff8,coinmarketcap,CoTrader,COT,true,2024-10-22 02:12:00.06871+00,3779,18
1-0x5d285f735998f36631f678ff41fb56a10a4d0429,1,0x5d285f735998f36631f678ff41fb56a10a4d0429,coinmarketcap,MixMarvel Token,MIX,true,2024-10-22 02:13:00.086662+00,4366,18
1-0x5d4abc77b8405ad177d8ac6682d584ecbfd46cec,1,0x5d4abc77b8405ad177d8ac6682d584ecbfd46cec,coinmarketcap,Primas Token,PST,true,2024-10-22 02:19:00.06987+00,1930,18
1-0x5d4d57cd06fa7fe99e26fdc481b468f77f05073c,1,0x5d4d57cd06fa7fe99e26fdc481b468f77f05073c,coinmarketcap,Netkoin,NTK,true,2024-10-22 02:13:00.086662+00,3149,18
1-0x5d60d8d7ef6d37e16ebabc324de3be57f135e0bc,1,0x5d60d8d7ef6d37e16ebabc324de3be57f135e0bc,coinmarketcap,MyBit,MYB,true,2024-10-22 02:12:00.06871+00,1902,18
1-0x5d858bcd53e085920620549214a8b27ce2f04670,1,0x5d858bcd53e085920620549214a8b27ce2f04670,coinmarketcap,POP Network Token,POP,true,2024-10-22 02:13:00.086662+00,7363,18
1-0x5dc60c4d5e75d22588fa17ffeb90a63e535efce0,1,0x5dc60c4d5e75d22588fa17ffeb90a63e535efce0,coinmarketcap,dKargo,DKA,true,2024-10-22 02:14:00.080781+00,5908,18
